seed,irrev_sit_count,ablated_sit_count,delta_sit_count,irrev_mean_Ct,ablated_mean_Ct,delta_mean_Ct,irrev_normal_ticks,ablated_normal_ticks,delta_normal_ticks,irrev_alpha_final,ablated_alpha_final,delta_alpha_final,irrev_alpha_slope,ablated_alpha_slope,delta_alpha_slope
133,0.0,0.0,0.0,0.5711653594771242,0.5741771241830066,-0.0030117647058823804,60.0,60.0,0.0,0.8946,0.8946,0.0,0.3288700000000001,0.3288700000000001,0.0
134,0.0,0.0,0.0,0.5763866013071897,0.5777673202614381,-0.0013807189542484055,60.0,60.0,0.0,0.9012,0.9012,0.0,0.33547000000000016,0.33547000000000016,0.0
135,0.0,0.0,0.0,0.5746924836601308,0.5762287581699347,-0.00153627450980387,59.0,59.0,0.0,0.5671,0.5671,0.0,0.09386666666666654,0.09386666666666654,0.0
136,0.0,0.0,0.0,0.5758143790849675,0.5770192810457517,-0.001204901960784266,60.0,60.0,0.0,0.8604,0.8604,0.0,0.2946700000000001,0.2946700000000001,0.0
137,0.0,0.0,0.0,0.5757297385620916,0.5769346405228759,-0.001204901960784266,60.0,60.0,0.0,0.8983,0.8983,0.0,0.33414,0.33414,0.0
138,0.0,0.0,0.0,0.5751944444444445,0.5763993464052288,-0.001204901960784377,60.0,60.0,0.0,0.8668,0.8668,0.0,0.30107000000000017,0.30107000000000017,0.0
139,0.0,0.0,0.0,0.572966339869281,0.5746486928104576,-0.0016823529411765792,59.0,59.0,0.0,0.5364,0.5364,0.0,0.06270333333333339,0.06270333333333339,0.0
140,0.0,0.0,0.0,0.5755215686274511,0.5767264705882355,-0.001204901960784377,60.0,60.0,0.0,0.8634,0.8634,0.0,0.29767,0.29767,0.0
141,0.0,0.0,0.0,0.580174183006536,0.58171045751634,-0.001536274509803981,60.0,60.0,0.0,0.5652,0.5652,0.0,0.07933000000000007,0.07933000000000007,0.0
142,0.0,0.0,0.0,0.5728790849673203,0.5756761437908496,-0.0027970588235293192,60.0,60.0,0.0,0.5691,0.5691,0.0,0.09586666666666666,0.09586666666666666,0.0
143,0.0,0.0,0.0,0.5728790849673203,0.5756761437908496,-0.0027970588235293192,60.0,60.0,0.0,0.5691,0.5691,0.0,0.09586666666666666,0.09586666666666666,0.0
144,0.0,0.0,0.0,0.578843137254902,0.5802238562091503,-0.0013807189542482945,59.0,59.0,0.0,0.8708,0.8708,0.0,0.3050700000000002,0.3050700000000002,0.0
145,0.0,0.0,0.0,0.5749395424836602,0.5764758169934642,-0.001536274509803981,59.0,59.0,0.0,0.5641,0.5641,0.0,0.09086666666666665,0.09086666666666665,0.0
146,0.0,0.0,0.0,0.5686120915032681,0.571862091503268,-0.003249999999999975,60.0,60.0,0.0,0.8723,0.8723,0.0,0.3105133333333334,0.3105133333333334,0.0
